,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
279,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",condigsum,"Derek McCarthy needs to borrow an Android cable for an hour. Tommy is in Poland, but will call his wife to borrow one. She will give it to Derek McCarthy at 8:15 pm.",SAMSum,"{'She will give it to Derek McCarthy at 8:15 pm.': [('at 8:15 pm', 'intrinsic', 'CirE')]}",Derek McCarthy will pick up an Android cable from Tommy's wife at 8:15.
280,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!
Dory: My friend is coming over the day after tomorrow
Jason: Yay! How long will s/he be staying?
Dory: She. around a week. gotta get the house ready. So how is the movie coming along?
Jason: We've had 2 months and now we're down to 2 weekends...
Dory: Have you started?
Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.
Dory: So you're virtually done!
Jason: Haha, something like that",condigsum,Dory's friend is coming over the day after tomorrow. She will stay for around a week. Dory and Jason have been working on the movie for 2 months. Jason purchased the app in which to video and to edit and Lucy has a script.,SAMSum,"{'Dory and Jason have been working on the movie for 2 months.': [('Dory and Jason', 'intrinsic', 'EntE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
281,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!
Dory: My friend is coming over the day after tomorrow
Jason: Yay! How long will s/he be staying?
Dory: She. around a week. gotta get the house ready. So how is the movie coming along?
Jason: We've had 2 months and now we're down to 2 weekends...
Dory: Have you started?
Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.
Dory: So you're virtually done!
Jason: Haha, something like that",bart,Dory's friend is coming over the day after tomorrow. She will stay for around a week. Jason and Lucy have been working on the movie for 2 months and now they are down to 2 weekends. Jason has bought the app in which to video and to edit and Lucy has a script.,SAMSum,{},Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
282,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!
Dory: My friend is coming over the day after tomorrow
Jason: Yay! How long will s/he be staying?
Dory: She. around a week. gotta get the house ready. So how is the movie coming along?
Jason: We've had 2 months and now we're down to 2 weekends...
Dory: Have you started?
Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.
Dory: So you're virtually done!
Jason: Haha, something like that",gpt3_finetune,Jason and Lucy need to film a video. Lucy has a script. They need to produce something sooner than they thought.,SAMSum,{},Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
283,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!
Dory: My friend is coming over the day after tomorrow
Jason: Yay! How long will s/he be staying?
Dory: She. around a week. gotta get the house ready. So how is the movie coming along?
Jason: We've had 2 months and now we're down to 2 weekends...
Dory: Have you started?
Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.
Dory: So you're virtually done!
Jason: Haha, something like that",pegasus,Jason and Dory are working on a movie. Jason bought the app in which to video and edit and Lucy has a script. They just have to produce something now.,SAMSum,"{'Jason and Dory are working on a movie.': [('Jason and Dory', 'intrinsic', 'EntE')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
284,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video!
Dory: My friend is coming over the day after tomorrow
Jason: Yay! How long will s/he be staying?
Dory: She. around a week. gotta get the house ready. So how is the movie coming along?
Jason: We've had 2 months and now we're down to 2 weekends...
Dory: Have you started?
Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now.
Dory: So you're virtually done!
Jason: Haha, something like that",structure_aware_bart,Dory's friend is coming over the day after tomorrow. They have to create a video. Jason has bought an app and a script. Lucy has a script.,SAMSum,"{'They have to create a video.': [('They', 'n/a', 'CorefE')], 'Jason has bought an app and a script.': [('and a script', 'n/a', 'Others')]}",Jason wants to meet Dory over the weekend. Dory's friend is going to stay with her for a week. Jason has been working on a movie with Lucy for the past two months. Jason bought a video-creator app.
285,"Jack: I'm 10 min late..
Jack: sorry
Laura: no worries, I'll wait inside
Jack: ok.",bart,Jack will be 10 minutes late. Laura will wait inside.,SAMSum,{},Laura and Jack are about to meet. Jack is running 10 minutes late.
286,"Jack: I'm 10 min late..
Jack: sorry
Laura: no worries, I'll wait inside
Jack: ok.",pegasus,Jack is 10 minutes late for Laura's meeting. Laura will wait inside and Jack will be back in 10 minutes. Laura will wait inside for Jack.,SAMSum,"{""Jack is 10 minutes late for Laura's meeting."": [(""Laura's meeting"", 'extrinsic', 'EntE')], 'Laura will wait inside and Jack will be back in 10 minutes.': [('be back', 'extrinsic', 'PredE')]}",Laura and Jack are about to meet. Jack is running 10 minutes late.
287,"Jack: I'm 10 min late..
Jack: sorry
Laura: no worries, I'll wait inside
Jack: ok.",structure_aware_bart,Jack is 10 minutes late. Laura will wait inside.,SAMSum,{},Laura and Jack are about to meet. Jack is running 10 minutes late.
288,"Jack: I'm 10 min late..
Jack: sorry
Laura: no worries, I'll wait inside
Jack: ok.",condigsum,Jack is 10 minutes late. Laura will wait for him inside.,SAMSum,{},Laura and Jack are about to meet. Jack is running 10 minutes late.
289,"Jack: I'm 10 min late..
Jack: sorry
Laura: no worries, I'll wait inside
Jack: ok.",gpt3_finetune,Jack is 10 min delayed. She will wait for Jack in the house.,SAMSum,"{'Jack is 10 min delayed.': [('is 10 min delayed', 'extrinsic', 'PredE')], 'She will wait for Jack in the house.': [('in the house', 'extrinsic', 'CirE')]}",Laura and Jack are about to meet. Jack is running 10 minutes late.
290,"Mark: So, we've got our where and when. Package tour or self-organised?
Anna: Package. More convenient.
George: Self-organised. Cheaper.
Julia: Do we need a 5* hotel? MAybe let's choose one of the cheaper options from a tour operator?
Mark: Actually, not a bad idea. That'll be both cheap and convenient.
Anna: I'm in!
George: So, let's start digging and we'll talk about it l8r?
Mark: SLAP
Julia: Ok. But maybe let's divide ourselves so that we don't check the same websites?
George: Ur right!
Anna: Sure. XOXOXOX
Mark: Let's do this asap!",gpt3_finetune,"Mark, Anna, George and Julia are going on a package tour.",SAMSum,{},They are going to do some research on holiday options and discuss them later. They will most likely choose a cheap offer from a tour operator.
291,"Mark: So, we've got our where and when. Package tour or self-organised?
Anna: Package. More convenient.
George: Self-organised. Cheaper.
Julia: Do we need a 5* hotel? MAybe let's choose one of the cheaper options from a tour operator?
Mark: Actually, not a bad idea. That'll be both cheap and convenient.
Anna: I'm in!
George: So, let's start digging and we'll talk about it l8r?
Mark: SLAP
Julia: Ok. But maybe let's divide ourselves so that we don't check the same websites?
George: Ur right!
Anna: Sure. XOXOXOX
Mark: Let's do this asap!",condigsum,"Mark, Julia, Anna, George and George are going on a package tour. They are going to choose one of the cheaper options from a tour operator.",SAMSum,"{'Mark, Julia, Anna, George and George are going on a package tour.': [('George and George', 'intrinsic', 'EntE')]}",They are going to do some research on holiday options and discuss them later. They will most likely choose a cheap offer from a tour operator.
292,"Mark: So, we've got our where and when. Package tour or self-organised?
Anna: Package. More convenient.
George: Self-organised. Cheaper.
Julia: Do we need a 5* hotel? MAybe let's choose one of the cheaper options from a tour operator?
Mark: Actually, not a bad idea. That'll be both cheap and convenient.
Anna: I'm in!
George: So, let's start digging and we'll talk about it l8r?
Mark: SLAP
Julia: Ok. But maybe let's divide ourselves so that we don't check the same websites?
George: Ur right!
Anna: Sure. XOXOXOX
Mark: Let's do this asap!",bart,"Mark, Anna, Julia, George and Anna are going on a package tour. They are going to divide themselves so that they don't check the same websites.",SAMSum,"{'Mark, Anna, Julia, George and Anna are going on a package tour.': [('and Anna', 'intrinsic', 'EntE')]}",They are going to do some research on holiday options and discuss them later. They will most likely choose a cheap offer from a tour operator.
293,"Mark: So, we've got our where and when. Package tour or self-organised?
Anna: Package. More convenient.
George: Self-organised. Cheaper.
Julia: Do we need a 5* hotel? MAybe let's choose one of the cheaper options from a tour operator?
Mark: Actually, not a bad idea. That'll be both cheap and convenient.
Anna: I'm in!
George: So, let's start digging and we'll talk about it l8r?
Mark: SLAP
Julia: Ok. But maybe let's divide ourselves so that we don't check the same websites?
George: Ur right!
Anna: Sure. XOXOXOX
Mark: Let's do this asap!",pegasus,"Mark, Anna, George and Julia are looking for a package tour or self-organised tour. They will divide themselves so that they don't check the same websites.",SAMSum,{},They are going to do some research on holiday options and discuss them later. They will most likely choose a cheap offer from a tour operator.
294,"Mark: So, we've got our where and when. Package tour or self-organised?
Anna: Package. More convenient.
George: Self-organised. Cheaper.
Julia: Do we need a 5* hotel? MAybe let's choose one of the cheaper options from a tour operator?
Mark: Actually, not a bad idea. That'll be both cheap and convenient.
Anna: I'm in!
George: So, let's start digging and we'll talk about it l8r?
Mark: SLAP
Julia: Ok. But maybe let's divide ourselves so that we don't check the same websites?
George: Ur right!
Anna: Sure. XOXOXOX
Mark: Let's do this asap!",structure_aware_bart,"Mark, Anna, George and Julia are going to a package tour. They are going to choose a cheaper tour operator.",SAMSum,{},They are going to do some research on holiday options and discuss them later. They will most likely choose a cheap offer from a tour operator.
